subj_id,cr,fa,hit,miss,zhr,zfa,dprime,crit
S19,60,40,27,73,-0.612812991,-0.253347103,-0.359465888,0.253347103
S20,55,45,58,42,0.201893479,-0.125661347,0.327554826,0.125661347
S21,12,88,79,21,0.806421247,1.174986792,-0.368565545,-1.174986792
S22,39,61,61,39,0.279319034,0.279319034,0,-0.279319034
S23,70,30,17,83,-0.954165253,-0.524400513,-0.42976474,0.524400513
S24,85,15,33,67,-0.439913166,-1.036433389,0.596520224,1.036433389
S25,35,65,61,39,0.279319034,0.385320466,-0.106001432,-0.385320466
S26,61,39,46,54,-0.100433721,-0.279319034,0.178885314,0.279319034
S27,32,68,82,18,0.915365088,0.467698799,0.447666289,-0.467698799
S28,59,41,44,56,-0.150969215,-0.227544977,0.076575761,0.227544977
S29,57,43,59,41,0.227544977,-0.176374165,0.403919141,0.176374165
S30,65,35,61,39,0.279319034,-0.385320466,0.664639501,0.385320466
S31,58,42,19,81,-0.877896295,-0.201893479,-0.676002816,0.201893479
S32,86,14,25,75,-0.67448975,-1.080319341,0.405829591,1.080319341
S33,59,41,55,45,0.125661347,-0.227544977,0.353206323,0.227544977
S34,48,52,77,23,0.738846849,0.050153583,0.688693266,-0.050153583
S35,51,49,34,66,-0.412463129,-0.025068908,-0.387394221,0.025068908
S36,20,80,31,69,-0.495850347,0.841621234,-1.337471581,-0.841621234
S37,70,30,76,24,0.706302563,-0.524400513,1.230703076,0.524400513
S38,40,60,48,52,-0.050153583,0.253347103,-0.303500687,-0.253347103
S39,63,37,53,47,0.075269862,-0.331853346,0.407123209,0.331853346
S40,21,79,86,14,1.080319341,0.806421247,0.273898094,-0.806421247
S01,65,35,39,61,-0.279319034,-0.385320466,0.106001432,0.385320466
S02,60,40,62,38,0.305480788,-0.253347103,0.558827891,0.253347103
S03,56,44,40,60,-0.253347103,-0.150969215,-0.102377888,0.150969215
S04,64,36,62,38,0.305480788,-0.358458793,0.663939581,0.358458793
S05,77,23,18,82,-0.915365088,-0.738846849,-0.176518239,0.738846849
S06,19,81,69,31,0.495850347,0.877896295,-0.382045948,-0.877896295
S07,73,27,19,81,-0.877896295,-0.612812991,-0.265083304,0.612812991
S08,80,20,48,52,-0.050153583,-0.841621234,0.79146765,0.841621234
S09,56,44,9,91,-1.340755034,-0.150969215,-1.189785818,0.150969215
S10,34,66,59,41,0.227544977,0.412463129,-0.184918153,-0.412463129
S11,46,54,55,45,0.125661347,0.100433721,0.025227626,-0.100433721
S12,49,51,25,75,-0.67448975,0.025068908,-0.699558658,-0.025068908
S13,52,48,25,75,-0.67448975,-0.050153583,-0.624336167,0.050153583
S14,41,59,78,22,0.772193214,0.227544977,0.544648238,-0.227544977
S15,28,72,21,79,-0.806421247,0.582841507,-1.389262754,-0.582841507
S16,29,71,54,46,0.100433721,0.55338472,-0.452950999,-0.55338472
S17,61,39,43,57,-0.176374165,-0.279319034,0.10294487,0.279319034
S18,81,19,49,51,-0.025068908,-0.877896295,0.852827387,0.877896295
S19,17,83,85,15,1.036433389,0.954165253,0.082268136,-0.954165253
S20,38,62,45,55,-0.125661347,0.305480788,-0.431142135,-0.305480788
S21,82,18,25,75,-0.67448975,-0.915365088,0.240875338,0.915365088
S22,70,30,14,86,-1.080319341,-0.524400513,-0.555918828,0.524400513
S23,38,62,61,39,0.279319034,0.305480788,-0.026161754,-0.305480788
S24,18,82,49,51,-0.025068908,0.915365088,-0.940433996,-0.915365088
S25,26,74,63,37,0.331853346,0.643345405,-0.311492059,-0.643345405
S26,67,33,24,76,-0.706302563,-0.439913166,-0.266389397,0.439913166
S27,23,77,73,27,0.612812991,0.738846849,-0.126033858,-0.738846849
S28,40,60,64,36,0.358458793,0.253347103,0.10511169,-0.253347103
S29,70,30,46,54,-0.100433721,-0.524400513,0.423966792,0.524400513
S30,83,17,18,82,-0.915365088,-0.954165253,0.038800165,0.954165253
S31,75,25,35,65,-0.385320466,-0.67448975,0.289169284,0.67448975
S32,66,34,62,38,0.305480788,-0.412463129,0.717943918,0.412463129
S33,56,44,47,53,-0.075269862,-0.150969215,0.075699353,0.150969215
S34,68,32,36,64,-0.358458793,-0.467698799,0.109240006,0.467698799
S35,60,40,59,41,0.227544977,-0.253347103,0.48089208,0.253347103
S36,38,62,63,37,0.331853346,0.305480788,0.026372558,-0.305480788
S37,37,63,63,37,0.331853346,0.331853346,0,-0.331853346
S38,62,38,44,56,-0.150969215,-0.305480788,0.154511573,0.305480788
S39,55,45,30,70,-0.524400513,-0.125661347,-0.398739166,0.125661347
S40,29,71,43,57,-0.176374165,0.55338472,-0.729758884,-0.55338472
S01,57,43,28,72,-0.582841507,-0.176374165,-0.406467342,0.176374165
S02,11,89,67,33,0.439913166,1.22652812,-0.786614954,-1.22652812
S03,45,55,46,54,-0.100433721,0.125661347,-0.226095067,-0.125661347
S04,42,58,74,26,0.643345405,0.201893479,0.441451926,-0.201893479
S05,66,34,36,64,-0.358458793,-0.412463129,0.054004336,0.412463129
S06,54,46,40,60,-0.253347103,-0.100433721,-0.152913383,0.100433721
S07,43,57,39,61,-0.279319034,0.176374165,-0.455693199,-0.176374165
S08,66,34,71,29,0.55338472,-0.412463129,0.965847849,0.412463129
S09,42,58,36,64,-0.358458793,0.201893479,-0.560352272,-0.201893479
S10,84,16,20,80,-0.841621234,-0.994457883,0.15283665,0.994457883
S11,9,91,83,17,0.954165253,1.340755034,-0.386589781,-1.340755034
S12,58,42,72,28,0.582841507,-0.201893479,0.784734986,0.201893479
S13,30,70,73,27,0.612812991,0.524400513,0.088412478,-0.524400513
S14,41,59,84,16,0.994457883,0.227544977,0.766912907,-0.227544977
S15,43,57,75,25,0.67448975,0.176374165,0.498115585,-0.176374165
S16,65,35,45,55,-0.125661347,-0.385320466,0.25965912,0.385320466
S17,87,13,15,85,-1.036433389,-1.126391129,0.08995774,1.126391129
S18,34,66,68,32,0.467698799,0.412463129,0.05523567,-0.412463129
S19,46,54,60,40,0.253347103,0.100433721,0.152913383,-0.100433721
S20,42,58,51,49,0.025068908,0.201893479,-0.176824571,-0.201893479
S21,76,24,20,80,-0.841621234,-0.706302563,-0.135318671,0.706302563
S22,31,69,74,26,0.643345405,0.495850347,0.147495058,-0.495850347
S23,49,51,80,20,0.841621234,0.025068908,0.816552325,-0.025068908
S24,23,77,69,31,0.495850347,0.738846849,-0.242996502,-0.738846849
S25,43,57,27,73,-0.612812991,0.176374165,-0.789187156,-0.176374165
S26,54,46,55,45,0.125661347,-0.100433721,0.226095067,0.100433721
S27,80,20,18,82,-0.915365088,-0.841621234,-0.073743854,0.841621234
S28,85,15,15,85,-1.036433389,-1.036433389,0,1.036433389
S29,24,76,92,8,1.40507156,0.706302563,0.698768997,-0.706302563
S30,53,47,50,50,0,-0.075269862,0.075269862,0.075269862
S31,27,73,46,54,-0.100433721,0.612812991,-0.713246712,-0.612812991
S32,52,48,33,67,-0.439913166,-0.050153583,-0.389759582,0.050153583
S33,43,57,43,57,-0.176374165,0.176374165,-0.35274833,-0.176374165
S34,28,72,53,47,0.075269862,0.582841507,-0.507571645,-0.582841507
S35,38,62,86,14,1.080319341,0.305480788,0.774838553,-0.305480788
S36,43,57,52,48,0.050153583,0.176374165,-0.126220581,-0.176374165
S37,25,75,76,24,0.706302563,0.67448975,0.031812813,-0.67448975
S38,45,55,20,80,-0.841621234,0.125661347,-0.96728258,-0.125661347
S39,26,74,73,27,0.612812991,0.643345405,-0.030532414,-0.643345405
S40,33,67,68,32,0.467698799,0.439913166,0.027785633,-0.439913166
S01,72,28,15,85,-1.036433389,-0.582841507,-0.453591882,0.582841507
S02,34,66,27,73,-0.612812991,0.412463129,-1.02527612,-0.412463129
S03,59,41,32,68,-0.467698799,-0.227544977,-0.240153822,0.227544977
S04,47,53,62,38,0.305480788,0.075269862,0.230210926,-0.075269862
S05,64,36,58,42,0.201893479,-0.358458793,0.560352272,0.358458793
S06,41,59,67,33,0.439913166,0.227544977,0.212368189,-0.227544977
S07,61,39,10,90,-1.281551566,-0.279319034,-1.002232531,0.279319034
S08,43,57,41,59,-0.227544977,0.176374165,-0.403919141,-0.176374165
S09,48,52,72,28,0.582841507,0.050153583,0.532687924,-0.050153583
S10,55,45,25,75,-0.67448975,-0.125661347,-0.548828403,0.125661347
S11,27,73,70,30,0.524400513,0.612812991,-0.088412478,-0.612812991
S12,70,30,18,82,-0.915365088,-0.524400513,-0.390964575,0.524400513
S13,81,19,47,53,-0.075269862,-0.877896295,0.802626433,0.877896295
S14,51,49,79,21,0.806421247,-0.025068908,0.831490155,0.025068908
S15,62,38,81,19,0.877896295,-0.305480788,1.183377083,0.305480788
S16,59,41,25,75,-0.67448975,-0.227544977,-0.446944774,0.227544977
S17,53,47,68,32,0.467698799,-0.075269862,0.542968661,0.075269862
S18,73,27,38,62,-0.305480788,-0.612812991,0.307332203,0.612812991
S19,66,34,11,89,-1.22652812,-0.412463129,-0.814064991,0.412463129
S20,90,10,34,66,-0.412463129,-1.281551566,0.869088436,1.281551566
S21,40,60,47,53,-0.075269862,0.253347103,-0.328616965,-0.253347103
S22,48,52,49,51,-0.025068908,0.050153583,-0.075222492,-0.050153583
S23,86,14,7,93,-1.475791028,-1.080319341,-0.395471687,1.080319341
S24,78,22,10,90,-1.281551566,-0.772193214,-0.509358351,0.772193214
S25,16,84,51,49,0.025068908,0.994457883,-0.969388975,-0.994457883
S26,32,68,50,50,0,0.467698799,-0.467698799,-0.467698799
S27,44,56,58,42,0.201893479,0.150969215,0.050924264,-0.150969215
S28,83,17,30,70,-0.524400513,-0.954165253,0.42976474,0.954165253
S29,22,78,63,37,0.331853346,0.772193214,-0.440339868,-0.772193214
S30,68,32,32,68,-0.467698799,-0.467698799,0,0.467698799
S31,83,17,16,84,-0.994457883,-0.954165253,-0.04029263,0.954165253
S32,67,33,91,9,1.340755034,-0.439913166,1.780668199,0.439913166
S33,73,27,56,44,0.150969215,-0.612812991,0.763782207,0.612812991
S34,73,27,67,33,0.439913166,-0.612812991,1.052726157,0.612812991
S35,56,44,53,47,0.075269862,-0.150969215,0.226239078,0.150969215
S36,49,51,67,33,0.439913166,0.025068908,0.414844257,-0.025068908
S37,25,75,70,30,0.524400513,0.67448975,-0.150089237,-0.67448975
S38,80,20,46,54,-0.100433721,-0.841621234,0.741187513,0.841621234
S39,46,54,88,12,1.174986792,0.100433721,1.074553072,-0.100433721
S40,86,14,38,62,-0.305480788,-1.080319341,0.774838553,1.080319341
S01,48,52,58,42,0.201893479,0.050153583,0.151739896,-0.050153583
S02,94,6,28,72,-0.582841507,-1.554773595,0.971932087,1.554773595
S03,25,75,70,30,0.524400513,0.67448975,-0.150089237,-0.67448975
S04,32,68,64,36,0.358458793,0.467698799,-0.109240006,-0.467698799
S05,42,58,42,58,-0.201893479,0.201893479,-0.403786958,-0.201893479
S06,46,54,35,65,-0.385320466,0.100433721,-0.485754187,-0.100433721
S07,61,39,49,51,-0.025068908,-0.279319034,0.254250126,0.279319034
S08,82,18,32,68,-0.467698799,-0.915365088,0.447666289,0.915365088
S09,50,50,73,27,0.612812991,0,0.612812991,0
S10,70,30,23,77,-0.738846849,-0.524400513,-0.214446336,0.524400513
S11,27,73,64,36,0.358458793,0.612812991,-0.254354198,-0.612812991
S12,39,61,66,34,0.412463129,0.279319034,0.133144095,-0.279319034
S13,26,74,66,34,0.412463129,0.643345405,-0.230882276,-0.643345405
S14,75,25,23,77,-0.738846849,-0.67448975,-0.064357099,0.67448975
S15,52,48,53,47,0.075269862,-0.050153583,0.125423446,0.050153583
S16,83,17,46,54,-0.100433721,-0.954165253,0.853731533,0.954165253
S17,41,59,74,26,0.643345405,0.227544977,0.415800429,-0.227544977
S18,54,46,47,53,-0.075269862,-0.100433721,0.025163858,0.100433721
S19,81,19,42,58,-0.201893479,-0.877896295,0.676002816,0.877896295
S20,68,32,55,45,0.125661347,-0.467698799,0.593360146,0.467698799
S21,65,35,39,61,-0.279319034,-0.385320466,0.106001432,0.385320466
S22,37,63,50,50,0,0.331853346,-0.331853346,-0.331853346
S23,68,32,60,40,0.253347103,-0.467698799,0.721045902,0.467698799
S24,83,17,45,55,-0.125661347,-0.954165253,0.828503906,0.954165253
S25,25,75,61,39,0.279319034,0.67448975,-0.395170716,-0.67448975
S26,50,50,63,37,0.331853346,0,0.331853346,0
S27,61,39,33,67,-0.439913166,-0.279319034,-0.160594131,0.279319034
S28,60,40,46,54,-0.100433721,-0.253347103,0.152913383,0.253347103
S29,62,38,47,53,-0.075269862,-0.305480788,0.230210926,0.305480788
S30,75,25,25,75,-0.67448975,-0.67448975,0,0.67448975
S31,21,79,79,21,0.806421247,0.806421247,0,-0.806421247
S32,20,80,83,17,0.954165253,0.841621234,0.11254402,-0.841621234
S33,69,31,25,75,-0.67448975,-0.495850347,-0.178639403,0.495850347
S34,52,48,55,45,0.125661347,-0.050153583,0.17581493,0.050153583
S35,53,47,58,42,0.201893479,-0.075269862,0.277163341,0.075269862
S36,42,58,82,18,0.915365088,0.201893479,0.713471609,-0.201893479
S37,61,39,54,46,0.100433721,-0.279319034,0.379752755,0.279319034
S38,47,53,44,56,-0.150969215,0.075269862,-0.226239078,-0.075269862
S39,83,17,54,46,0.100433721,-0.954165253,1.054598974,0.954165253
S40,45,55,66,34,0.412463129,0.125661347,0.286801783,-0.125661347
S01,42,58,31,69,-0.495850347,0.201893479,-0.697743826,-0.201893479
S02,55,45,53,47,0.075269862,-0.125661347,0.200931209,0.125661347
S03,42,58,68,32,0.467698799,0.201893479,0.26580532,-0.201893479
S04,83,17,14,86,-1.080319341,-0.954165253,-0.126154088,0.954165253
S05,40,60,33,67,-0.439913166,0.253347103,-0.693260269,-0.253347103
S06,65,35,24,76,-0.706302563,-0.385320466,-0.320982096,0.385320466
S07,42,58,66,34,0.412463129,0.201893479,0.21056965,-0.201893479
S08,43,57,35,65,-0.385320466,0.176374165,-0.561694631,-0.176374165
S09,42,58,62,38,0.305480788,0.201893479,0.103587309,-0.201893479
S10,26,74,83,17,0.954165253,0.643345405,0.310819848,-0.643345405
S11,61,39,56,44,0.150969215,-0.279319034,0.43028825,0.279319034
S12,19,81,72,28,0.582841507,0.877896295,-0.295054788,-0.877896295
S13,38,62,25,75,-0.67448975,0.305480788,-0.979970538,-0.305480788
S14,78,22,33,67,-0.439913166,-0.772193214,0.332280049,0.772193214
S15,68,32,15,85,-1.036433389,-0.467698799,-0.56873459,0.467698799
S16,52,48,12,88,-1.174986792,-0.050153583,-1.124833209,0.050153583
S17,37,63,40,60,-0.253347103,0.331853346,-0.58520045,-0.331853346
S18,69,31,20,80,-0.841621234,-0.495850347,-0.345770886,0.495850347
S19,46,54,57,43,0.176374165,0.100433721,0.075940444,-0.100433721
S20,29,71,76,24,0.706302563,0.55338472,0.152917843,-0.55338472
S21,43,57,39,61,-0.279319034,0.176374165,-0.455693199,-0.176374165
S22,83,17,11,89,-1.22652812,-0.954165253,-0.272362867,0.954165253
S23,45,55,62,38,0.305480788,0.125661347,0.179819441,-0.125661347
S24,56,44,18,82,-0.915365088,-0.150969215,-0.764395872,0.150969215
S25,31,69,52,48,0.050153583,0.495850347,-0.445696764,-0.495850347
S26,60,40,35,65,-0.385320466,-0.253347103,-0.131973363,0.253347103
S27,50,50,71,29,0.55338472,0,0.55338472,0
S28,56,44,45,55,-0.125661347,-0.150969215,0.025307869,0.150969215
S29,43,57,69,31,0.495850347,0.176374165,0.319476183,-0.176374165
S30,73,27,27,73,-0.612812991,-0.612812991,0,0.612812991
S31,60,40,37,63,-0.331853346,-0.253347103,-0.078506243,0.253347103
S32,88,12,5,95,-1.644853627,-1.174986792,-0.469866835,1.174986792
S33,28,72,78,22,0.772193214,0.582841507,0.189351707,-0.582841507
S34,73,27,19,81,-0.877896295,-0.612812991,-0.265083304,0.612812991
S35,20,80,74,26,0.643345405,0.841621234,-0.198275828,-0.841621234
S36,44,56,38,62,-0.305480788,0.150969215,-0.456450004,-0.150969215
S37,23,77,42,58,-0.201893479,0.738846849,-0.940740328,-0.738846849
S38,61,39,61,39,0.279319034,-0.279319034,0.558638069,0.279319034
S39,14,86,86,14,1.080319341,1.080319341,0,-1.080319341
S40,59,41,32,68,-0.467698799,-0.227544977,-0.240153822,0.227544977
S01,67,33,31,69,-0.495850347,-0.439913166,-0.055937182,0.439913166
S02,73,27,57,43,0.176374165,-0.612812991,0.789187156,0.612812991
S03,58,42,68,32,0.467698799,-0.201893479,0.669592278,0.201893479
S04,59,41,64,36,0.358458793,-0.227544977,0.58600377,0.227544977
S05,56,44,27,73,-0.612812991,-0.150969215,-0.461843776,0.150969215
S06,24,76,23,77,-0.738846849,0.706302563,-1.445149412,-0.706302563
S07,20,80,90,10,1.281551566,0.841621234,0.439930332,-0.841621234
S08,46,54,34,66,-0.412463129,0.100433721,-0.51289685,-0.100433721
S09,87,13,21,79,-0.806421247,-1.126391129,0.319969882,1.126391129
S10,53,47,53,47,0.075269862,-0.075269862,0.150539724,0.075269862
S11,49,51,13,87,-1.126391129,0.025068908,-1.151460037,-0.025068908
S12,59,41,21,79,-0.806421247,-0.227544977,-0.57887627,0.227544977
S13,66,34,45,55,-0.125661347,-0.412463129,0.286801783,0.412463129
S14,4,96,93,7,1.475791028,1.750686071,-0.274895043,-1.750686071
S15,81,19,81,19,0.877896295,-0.877896295,1.75579259,0.877896295
S16,29,71,87,13,1.126391129,0.55338472,0.573006409,-0.55338472
S17,51,49,47,53,-0.075269862,-0.025068908,-0.050200954,0.025068908
S18,37,63,52,48,0.050153583,0.331853346,-0.281699763,-0.331853346
S19,78,22,41,59,-0.227544977,-0.772193214,0.544648238,0.772193214
S20,70,30,20,80,-0.841621234,-0.524400513,-0.317220721,0.524400513
S21,10,90,88,12,1.174986792,1.281551566,-0.106564773,-1.281551566
S22,29,71,58,42,0.201893479,0.55338472,-0.35149124,-0.55338472
S23,93,7,49,51,-0.025068908,-1.475791028,1.45072212,1.475791028
S24,26,74,76,24,0.706302563,0.643345405,0.062957157,-0.643345405
S25,37,63,35,65,-0.385320466,0.331853346,-0.717173813,-0.331853346
S26,52,48,78,22,0.772193214,-0.050153583,0.822346798,0.050153583
S27,48,52,82,18,0.915365088,0.050153583,0.865211504,-0.050153583
S28,33,67,65,35,0.385320466,0.439913166,-0.054592699,-0.439913166
S29,55,45,28,72,-0.582841507,-0.125661347,-0.45718016,0.125661347
S30,51,49,62,38,0.305480788,-0.025068908,0.330549696,0.025068908
S31,51,49,68,32,0.467698799,-0.025068908,0.492767707,0.025068908
S32,45,55,54,46,0.100433721,0.125661347,-0.025227626,-0.125661347
S33,34,66,60,40,0.253347103,0.412463129,-0.159116026,-0.412463129
S34,49,51,70,30,0.524400513,0.025068908,0.499331604,-0.025068908
S35,61,39,51,49,0.025068908,-0.279319034,0.304387943,0.279319034
S36,56,44,68,32,0.467698799,-0.150969215,0.618668015,0.150969215
S37,47,53,84,16,0.994457883,0.075269862,0.919188021,-0.075269862
S38,46,54,29,71,-0.55338472,0.100433721,-0.65381844,-0.100433721
S39,62,38,45,55,-0.125661347,-0.305480788,0.179819441,0.305480788
S40,27,73,75,25,0.67448975,0.612812991,0.061676759,-0.612812991
S01,13,87,67,33,0.439913166,1.126391129,-0.686477963,-1.126391129
S02,87,13,13,87,-1.126391129,-1.126391129,0,1.126391129
S03,34,66,55,45,0.125661347,0.412463129,-0.286801783,-0.412463129
S04,78,22,58,42,0.201893479,-0.772193214,0.974086693,0.772193214
S05,49,51,69,31,0.495850347,0.025068908,0.470781439,-0.025068908
S06,30,70,69,31,0.495850347,0.524400513,-0.028550165,-0.524400513
S07,38,62,55,45,0.125661347,0.305480788,-0.179819441,-0.305480788
S08,50,50,68,32,0.467698799,0,0.467698799,0
S09,56,44,38,62,-0.305480788,-0.150969215,-0.154511573,0.150969215
S10,33,67,56,44,0.150969215,0.439913166,-0.28894395,-0.439913166
S11,24,76,77,23,0.738846849,0.706302563,0.032544286,-0.706302563
S12,53,47,36,64,-0.358458793,-0.075269862,-0.283188931,0.075269862
S13,65,35,31,69,-0.495850347,-0.385320466,-0.110529881,0.385320466
S14,37,63,44,56,-0.150969215,0.331853346,-0.482822562,-0.331853346
S15,31,69,39,61,-0.279319034,0.495850347,-0.775169382,-0.495850347
S16,50,50,44,56,-0.150969215,0,-0.150969215,0
S17,54,46,37,63,-0.331853346,-0.100433721,-0.231419626,0.100433721
S18,36,64,83,17,0.954165253,0.358458793,0.59570646,-0.358458793
S19,45,55,75,25,0.67448975,0.125661347,0.548828403,-0.125661347
S20,58,42,34,66,-0.412463129,-0.201893479,-0.21056965,0.201893479
S21,51,49,65,35,0.385320466,-0.025068908,0.410389375,0.025068908
S22,32,68,75,25,0.67448975,0.467698799,0.206790951,-0.467698799
S23,41,59,59,41,0.227544977,0.227544977,0,-0.227544977
S24,21,79,83,17,0.954165253,0.806421247,0.147744006,-0.806421247
S25,31,69,64,36,0.358458793,0.495850347,-0.137391554,-0.495850347
S26,68,32,53,47,0.075269862,-0.467698799,0.542968661,0.467698799
S27,42,58,22,78,-0.772193214,0.201893479,-0.974086693,-0.201893479
S28,51,49,29,71,-0.55338472,-0.025068908,-0.528315811,0.025068908
S29,49,51,57,43,0.176374165,0.025068908,0.151305257,-0.025068908
S30,57,43,27,73,-0.612812991,-0.176374165,-0.436438826,0.176374165
S31,46,54,56,44,0.150969215,0.100433721,0.050535495,-0.100433721
S32,74,26,34,66,-0.412463129,-0.643345405,0.230882276,0.643345405
S33,43,57,55,45,0.125661347,0.176374165,-0.050712818,-0.176374165
S34,56,44,75,25,0.67448975,-0.150969215,0.825458966,0.150969215
S35,66,34,50,50,0,-0.412463129,0.412463129,0.412463129
S36,39,61,74,26,0.643345405,0.279319034,0.364026371,-0.279319034
S37,89,11,5,95,-1.644853627,-1.22652812,-0.418325507,1.22652812
S38,64,36,66,34,0.412463129,-0.358458793,0.770921923,0.358458793
S39,50,50,36,64,-0.358458793,0,-0.358458793,0
S40,69,31,44,56,-0.150969215,-0.495850347,0.344881132,0.495850347
S01,33,67,71,29,0.55338472,0.439913166,0.113471554,-0.439913166
S02,49,51,36,64,-0.358458793,0.025068908,-0.383527702,-0.025068908
S03,18,82,33,67,-0.439913166,0.915365088,-1.355278254,-0.915365088
S04,68,32,37,63,-0.331853346,-0.467698799,0.135845453,0.467698799
S05,65,35,36,64,-0.358458793,-0.385320466,0.026861673,0.385320466
S06,67,33,18,82,-0.915365088,-0.439913166,-0.475451922,0.439913166
S07,56,44,42,58,-0.201893479,-0.150969215,-0.050924264,0.150969215
S08,53,47,56,44,0.150969215,-0.075269862,0.226239078,0.075269862
S09,27,73,56,44,0.150969215,0.612812991,-0.461843776,-0.612812991
S10,31,69,63,37,0.331853346,0.495850347,-0.163997001,-0.495850347
S11,29,71,16,84,-0.994457883,0.55338472,-1.547842603,-0.55338472
S12,47,53,76,24,0.706302563,0.075269862,0.631032701,-0.075269862
S13,35,65,69,31,0.495850347,0.385320466,0.110529881,-0.385320466
S14,76,24,47,53,-0.075269862,-0.706302563,0.631032701,0.706302563
S15,70,30,21,79,-0.806421247,-0.524400513,-0.282020734,0.524400513
S16,30,70,91,9,1.340755034,0.524400513,0.816354521,-0.524400513
S17,34,66,37,63,-0.331853346,0.412463129,-0.744316476,-0.412463129
S18,64,36,21,79,-0.806421247,-0.358458793,-0.447962454,0.358458793
S19,32,68,92,8,1.40507156,0.467698799,0.937372761,-0.467698799
S20,56,44,32,68,-0.467698799,-0.150969215,-0.316729584,0.150969215
S21,17,83,64,36,0.358458793,0.954165253,-0.59570646,-0.954165253
S22,71,29,50,50,0,-0.55338472,0.55338472,0.55338472
S23,33,67,39,61,-0.279319034,0.439913166,-0.7192322,-0.439913166
S24,23,77,37,63,-0.331853346,0.738846849,-1.070700196,-0.738846849
S25,43,57,33,67,-0.439913166,0.176374165,-0.61628733,-0.176374165
S26,17,83,91,9,1.340755034,0.954165253,0.386589781,-0.954165253
S27,49,51,43,57,-0.176374165,0.025068908,-0.201443073,-0.025068908
S28,35,65,36,64,-0.358458793,0.385320466,-0.74377926,-0.385320466
S29,15,85,86,14,1.080319341,1.036433389,0.043885951,-1.036433389
S30,73,27,21,79,-0.806421247,-0.612812991,-0.193608256,0.612812991
S31,39,61,31,69,-0.495850347,0.279319034,-0.775169382,-0.279319034
S32,27,73,71,29,0.55338472,0.612812991,-0.059428271,-0.612812991
S33,45,55,31,69,-0.495850347,0.125661347,-0.621511694,-0.125661347
S34,24,76,61,39,0.279319034,0.706302563,-0.426983528,-0.706302563
S35,20,80,92,8,1.40507156,0.841621234,0.563450327,-0.841621234
S36,68,32,39,61,-0.279319034,-0.467698799,0.188379765,0.467698799
S37,41,59,86,14,1.080319341,0.227544977,0.852774364,-0.227544977
S38,55,45,45,55,-0.125661347,-0.125661347,0,0.125661347
S39,55,45,49,51,-0.025068908,-0.125661347,0.100592439,0.125661347
S40,49,51,54,46,0.100433721,0.025068908,0.075364812,-0.025068908
S01,19,81,72,28,0.582841507,0.877896295,-0.295054788,-0.877896295
S02,59,41,35,65,-0.385320466,-0.227544977,-0.15777549,0.227544977
S03,67,33,35,65,-0.385320466,-0.439913166,0.054592699,0.439913166
S04,20,80,65,35,0.385320466,0.841621234,-0.456300767,-0.841621234
S05,45,55,68,32,0.467698799,0.125661347,0.342037452,-0.125661347
S06,84,16,51,49,0.025068908,-0.994457883,1.019526791,0.994457883
S07,70,30,56,44,0.150969215,-0.524400513,0.675369728,0.524400513
S08,70,30,11,89,-1.22652812,-0.524400513,-0.702127607,0.524400513
S09,62,38,8,92,-1.40507156,-0.305480788,-1.099590772,0.305480788
S10,38,62,49,51,-0.025068908,0.305480788,-0.330549696,-0.305480788
S11,65,35,21,79,-0.806421247,-0.385320466,-0.421100781,0.385320466
S12,46,54,70,30,0.524400513,0.100433721,0.423966792,-0.100433721
S13,65,35,54,46,0.100433721,-0.385320466,0.485754187,0.385320466
S14,12,88,36,64,-0.358458793,1.174986792,-1.533445585,-1.174986792
S15,33,67,56,44,0.150969215,0.439913166,-0.28894395,-0.439913166
S16,39,61,87,13,1.126391129,0.279319034,0.847072095,-0.279319034
S17,47,53,43,57,-0.176374165,0.075269862,-0.251644027,-0.075269862
S18,83,17,23,77,-0.738846849,-0.954165253,0.215318404,0.954165253
S19,66,34,44,56,-0.150969215,-0.412463129,0.261493914,0.412463129
S20,27,73,36,64,-0.358458793,0.612812991,-0.971271784,-0.612812991
S21,14,86,70,30,0.524400513,1.080319341,-0.555918828,-1.080319341
S22,25,75,61,39,0.279319034,0.67448975,-0.395170716,-0.67448975
S23,51,49,76,24,0.706302563,-0.025068908,0.731371471,0.025068908
S24,34,66,26,74,-0.643345405,0.412463129,-1.055808535,-0.412463129
S25,79,21,54,46,0.100433721,-0.806421247,0.906854968,0.806421247
S26,14,86,90,10,1.281551566,1.080319341,0.201232225,-1.080319341
S27,65,35,34,66,-0.412463129,-0.385320466,-0.027142663,0.385320466
S28,21,79,39,61,-0.279319034,0.806421247,-1.085740281,-0.806421247
S29,59,41,30,70,-0.524400513,-0.227544977,-0.296855536,0.227544977
S30,48,52,10,90,-1.281551566,0.050153583,-1.331705149,-0.050153583
S31,70,30,19,81,-0.877896295,-0.524400513,-0.353495782,0.524400513
S32,71,29,79,21,0.806421247,-0.55338472,1.359805967,0.55338472
S33,49,51,29,71,-0.55338472,0.025068908,-0.578453628,-0.025068908
S34,65,35,50,50,0,-0.385320466,0.385320466,0.385320466
S35,23,77,49,51,-0.025068908,0.738846849,-0.763915757,-0.738846849
S36,63,37,39,61,-0.279319034,-0.331853346,0.052534312,0.331853346
S37,58,42,48,52,-0.050153583,-0.201893479,0.151739896,0.201893479
S38,54,46,14,86,-1.080319341,-0.100433721,-0.97988562,0.100433721
